148429,CARAPICUIBA,SP
163246,PATOS DE MINAS,MG
067843,SANTAREM,PA
088971,ITABORAI,RJ
156588,TAMANDARE,PE
067330,REDENCAO,PA
088872,RIO DE JANEIRO,RJ
067777,BELEM,PA
061929,CAMPO GRANDE,MS
115162,SAO PAULO,SP
017962,FORTALEZA,CE
115568,CARAPICUIBA,SP
152348,PETROLINA,PE
090233,SAO PEDRO DA ALDEIA,RJ
019356,AQUIRAZ,CE
125294,VINHEDO,SP
123935,SERTAOZINHO,SP
162032,CANOAS,RS
127639,PORTO NACIONAL,TO
131615,Luis Eduardo Magalhães,BA
107219,FLORIANOPOLIS,SC
126193,DIADEMA,SP
065060,CAMPO NOVO DO PARECIS,MT
108498,JOINVILLE,SC
023960,COLATINA,ES
068890,JOAO PESSOA,PB
023747,VITORIA,ES
139543,BELEM,PA
093146,RIO DE JANEIRO,RJ
104133,BLUMENAU,SC
118216,PRAIA GRANDE,SP
093989,NATAL,RN
120196,SANTA ISABEL,SP
093401,SAO GONCALO,RJ
107656,PORTO BELO,SC
104927,SAO FRANCISCO DO SUL,SC
026955,GOIANIA,GO
109892,ARACAJU,SE
028282,LUZIANIA,GO
120238,SAO JOAO DA BOA VISTA,SP
111088,PRESIDENTE PRUDENTE,SP
109173,ORLEANS,SC
112136,SAO BERNARDO DO CAMPO,SP
040063,MANHUACU,MG
082081,CURITIBA,PR
112979,BAURU,SP
159392,JABOATAO DOS GUARARAPES,PE
124057,SAO BERNARDO DO CAMPO,SP
024901,ANAPOLIS,GO
158345,BOA VISTA,RR
021253,BRASÍLIA,DF
049999,POUSO ALEGRE,MG
146290,MONTE MOR,SP
029397,INHUMAS,GO
089672,NITEROI,RJ
093476,SAQUAREMA,RJ
032912,BELO HORIZONTE,MG
163253,BELO HORIZONTE,MG
143032,SAO PAULO,SP
111583,LIMEIRA,SP
111633,UBATUBA,SP
039115,IGARAPE,MG
112912,BRAGANCA PAULISTA,SP
015404,SALVADOR,BA
122259,BOITUVA,SP
062869,TRES LAGOAS,MS
065623,ANANINDEUA,PA
030445,IMPERATRIZ,MA
121111,PERUIBE,SP
007484,CAMACARI,BA
015313,FEIRA DE SANTANA,BA
111112,BRAGANCA PAULISTA,SP
025015,ANAPOLIS,GO
058016,ITUIUTABA,MG
157859,RIO DE JANEIRO,RJ
115196,CAMPINAS,SP
063370,CACERES,MT
133355,ILHEUS,BA
044974,SAO GOTARDO,MG
045419,CONTAGEM,MG
059014,BELO HORIZONTE,MG
090647,DUQUE DE CAXIAS,RJ
026286,GOIANESIA,GO
104398,BALNEARIO CAMBORIU,SC
004531,MANAUS,AM
111617,PIRACICABA,SP
005447,SALVADOR,BA
028324,GOIATUBA,GO
000778,RIO BRANCO,AC
083881,MARINGA,PR
077719,RECIFE,PE
108365,ITAPOA,SC
120071,JABOTICABAL,SP
096628,PORTO ALEGRE,RS
096966,PORTO ALEGRE,RS
004937,MANAUS,AM
099366,RIO GRANDE,RS
029975,SAO LUIS,MA
065425,PORTO ALEGRE DO NORTE,MT
099556,CANELA,RS
112235,MONGAGUA,SP
078014,PARNAIBA,PI
030619,CAXIAS,MA
029678,TIMON,MA
021295,GAMA,DF
059998,BETIM,MG
059410,BOM DESPACHO,MG
111419,SAO BERNARDO DO CAMPO,SP
045393,CONSELHEIRO LAFAIETE,MG
080572,CURITIBA,PR
080549,CURITIBA,PR
089474,CAMPOS DOS GOYTACAZES,RJ
067306,PARAUAPEBAS,PA
118190,SAO PAULO,SP
121327,CAMPINAS,SP
044917,PEDRO LEOPOLDO,MG
015222,SALVADOR,BA
101766,PORTO ALEGRE,RS
123844,CATANDUVA,SP
071506,JOAO PESSOA,PB
149963,CAMBORIU,SC
111369,MAUA,SP
072074,JOAO PESSOA,PB
111948,SAO CAETANO DO SUL,SP
096735,SANTA MARIA,RS
158030,PONTA PORA,MS
111054,ITU,SP
112896,MOGI GUAÇU,SP
059196,UBERLANDIA,MG
092338,NITEROI,RJ
093492,RESENDE,RJ
021139,CEILANDIA,DF
114397,JOSE BONIFACIO,SP
048983,BETIM,MG
159681,RECIFE,PE
100057,PASSO FUNDO,RS
000059,BETIM,MG
119925,LINS,SP
059436,CORONEL FABRICIANO,MG
122010,CACAPAVA,SP
108514,NAVEGANTES,SC
015230,SALVADOR,BA
104638,FLORIANOPOLIS,SC
083022,CASCAVEL,PR
159541,PETROLINA,PE
157883,RIO DE JANEIRO,RJ
089169,RIO DE JANEIRO,RJ
033118,BELO HORIZONTE,MG
112375,SAO PAULO,SP
120741,ITAPECERICA DA SERRA,SP
122234,SANTOS,SP
033696,PASSOS,MG
126466,PALMAS,TO
095307,NATAL,RN
092270,ARMACAO DOS BUZIOS,RJ
092379,NOVA FRIBURGO,RJ
077123,GRAVATA,PE
124321,SAO PAULO,SP
032904,JUIZ DE FORA,MG
015248,SALVADOR,BA
089235,RIO DE JANEIRO,RJ
111971,VARZEA PAULISTA,SP
024638,VILA VELHA,ES
104521,JOINVILLE,SC
111070,POA,SP
111310,SAO PAULO,SP
088831,NOVA FRIBURGO,RJ
118141,SAO PAULO,SP
160044,XANGRI-LÁ,RS
098269,GRAVATAI,RS
015610,HORIZONTE,CE
025072,CALDAS NOVAS,GO
045690,ITABIRA,MG
127621,ARAGUAINA,TO
112680,SAO BERNARDO DO CAMPO,SP
120907,ITAQUAQUECETUBA,SP
063289,JUINA,MT
123125,SAO JOSE DOS CAMPOS,SP
162727,SAO LUIS,MA
085290,MARINGA,PR
126276,MARILIA,SP
111658,MOJI MIRIM,SP
028308,HIDROLANDIA,GO
013201,LAURO DE FREITAS,BA
104216,BLUMENAU,SC
108522,RIO DO SUL,SC
158444,TERESINA,PI
030999,GRAJAU,MA
091124,RIO DE JANEIRO,RJ
145862,NOVA ODESSA,SP
093328,RIO DE JANEIRO,RJ
122002,SAO ROQUE,SP
081976,FAZENDA RIO GRANDE,PR
104380,CRICIUMA,SC
001941,MACEIO,AL
115055,SAO PAULO,SP
157875,RIO DE JANEIRO,RJ
007658,BARREIRAS,BA
120121,MONTE APRAZIVEL,SP
115303,SAO PAULO,SP
061473,TRES PONTAS,MG
120303,MATAO,SP
064576,TANGARA DA SERRA,MT
127456,PALMAS,TO
021238,BRASÍLIA,DF
154492,MANGARATIBA,RJ
124016,SUZANO,SP
065466,CANARANA,MT
147199,EMBU DAS ARTES,SP
093377,RIO DE JANEIRO,RJ
039107,FRUTAL,MG
096784,PORTO ALEGRE,RS
108977,SOMBRIO,SC
090746,SAO GONCALO,RJ
111336,SAO PAULO,SP
089243,RIO DE JANEIRO,RJ
111385,DIADEMA,SP
008391,SALVADOR,BA
120923,IBITINGA,SP
080648,CURITIBA,PR
083253,CURITIBA,PR
030189,AÇAILÂNDIA,MA
088955,RIO DE JANEIRO,RJ
125617,JAGUARIUNA,SP
019562,JUAZEIRO DO NORTE,CE
114462,SAO PAULO,SP
023168,VILA VELHA,ES
029918,IMPERATRIZ,MA
150680,IPOJUCA,PE
101691,SAPUCAIA DO SUL,RS
028381,IPORA,GO
085746,CURITIBA,PR
088815,MACAE,RJ
111989,EMBU DAS ARTES,SP
124073,ITUPEVA,SP
113597,SANTO ANDRE,SP
028134,APARECIDA DE GOIANIA,GO
005231,MACAPA,AP
097162,CAPAO DA CANOA,RS
073510,RECIFE,PE
093351,RIO DE JANEIRO,RJ
067389,SAO FELIX DO XINGU,PA
026047,ITUMBIARA,GO
122267,SAO PAULO,SP
119651,PIRASSUNUNGA,SP
008201,CORRENTINA,BA
053942,CASSIA,MG
146837,AGUAS LINDAS DE GOIAS,GO
004929,MANAUS,AM
021360,VITORIA,ES
105130,JOINVILLE,SC
045658,IPATINGA,MG
120980,AMPARO,SP
138073,PORTO SEGURO,BA
060368,UBERABA,MG
157271,SENADOR CANEDO,GO
064535,LUCAS DO RIO VERDE,MT
023663,SERRA,ES
107367,ITAJAI,SC
029983,SAO LUIS,MA
108423,BIGUACU,SC
117721,PAULINIA,SP
030668,BALSAS,MA
137612,PORTO SEGURO,BA
113472,OSASCO,SP
104497,ITAJAI,SC
058115,GOVERNADOR VALADARES,MG
061309,CONTAGEM,MG
028365,GOIANIRA,GO
122788,SAO PAULO,SP
129288,GURUPI,TO
124834,LEME,SP
126284,JUNDIAI,SP
150615,CABO DE SANTO AGOSTINHO,PE
088591,RIO DE JANEIRO,RJ
064451,GUARANTA DO NORTE,MT
066118,BELEM,PA
063271,PARANATINGA,MT
120865,SANTA CRUZ DO RIO PARDO,SP
080622,CURITIBA,PR
073692,RECIFE,PE
049122,JUIZ DE FORA,MG
105387,INDAIAL,SC
118380,BERTIOGA,SP
047332,ANDRADAS,MG
104760,BARRA VELHA,SC
053991,BURITIS,MG
120360,GUARATINGUETA,SP
107912,TIJUCAS,SC
111732,PRESIDENTE PRUDENTE,SP
021873,CARIACICA,ES
123026,SAO JOSE DOS CAMPOS,SP
163048,MACAPA,AP
125468,RIBEIRAO PIRES,SP
079988,PONTA GROSSA,PR
057075,CARMO DO PARANAIBA,MG
153882,SENADOR GUIOMARD,AC
062737,PARANAIBA,MS
061135,DIVINOPOLIS,MG
031005,SAO LUIS,MA
094102,EXTREMOZ,RN
004465,MANAUS,AM
088526,RIO DE JANEIRO,RJ
004515,MANAUS,AM
024588,CACHOEIRO DE ITAPEMIRIM,ES
124404,LENCOIS PAULISTA,SP
123778,ITATIBA,SP
032151,MONTES CLAROS,MG
144675,PONTA GROSSA,PR
111716,RIO CLARO,SP
130518,CURITIBA,PR
063412,DIAMANTINO,MT
